ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2222-21,,10X200ML,IODIXANOL 270MGI/ML INJ,VISIPAQUE 270,DX101,T,T,512.90,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2223-16,,10X50ML,IODIXANOL 320MGI/ML INJ,VISIPAQUE,DX101,T,T,166.57,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2223-17,,10X100ML,IODIXANOL 320MGI/ML INJ,VISIPAQUE,DX101,T,T,183.40,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2223-19,,10X150ML,IODIXANOL 320MGI/ML INJ,VISIPAQUE,DX101,T,T,453.45,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2223-21,,10X200ML,IODIXANOL 320MGI/ML INJ,VISIPAQUE,DX101,T,T,587.07,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2223-23,,10X500ML,IODIXANOL 320MGI/ML INJ,VISIPAQUE,DX101,T,T,1347.55,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2707-03,,5X3ML,"PERFLUTREN PROTEIN-A 0.22MG/ML MICROSPHERE INJ,SUSP,3ML",OPTISON 3ML SDV PF,DX201,T,T,343.48,01/01/2025,03/31/2025,Big4,Compliant
V797D-50507,GE Healthcare Inc.,12/18/2015,03/31/2025,00407-2707-18,,18X3ML,"PERFLUTREN PROTEIN-A 0.22MG/ML MICROSPHERE INJ,SUSP,3ML",OPTISON  3ML SDV PF,DX109,T,T,1221.66,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0033-01,,90,SILDENAFIL CITRATE 20MG TAB,SILDENAFIL CITRATE 20MG TAB,CV490,T,T,29.38,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0034-01,,30,SILDENAFIL CITRATE 25MG TAB,SILDENAFIL CITRATE 25MG TAB,GU900,T,T,6.32,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0035-01,,30,SILDENAFIL CITRATE 50MG TAB,SILDENAFIL CITRATE 50MG TAB,GU900,T,T,5.62,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0035-02,,100,SILDENAFIL CITRATE 50MG TAB,SILDENAFIL CITRATE 50MG TAB,GU900,T,T,19.17,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0036-02,,100,SILDENAFIL CITRATE 100MG TAB,SILDENAFIL CITRATE 100MG TAB,GU900,T,T,27.82,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0047-01,,30,"TOLTERODINE TARTRATE 2MG CAP,SA","TOLTERODINE TARTRATE 2MG CAP,SA",GU201,T,T,0.67,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0047-02,,90,"TOLTERODINE TARTRATE 2MG CAP,SA","TOLTERODINE TARTRATE 2MG CAP,SA",GU201,T,T,154.04,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0048-01,,30,"TOLTERODINE TARTRATE 4MG CAP,SA","TOLTERODINE TARTRATE 4MG CAP,SA",GU201,T,T,5.79,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0048-02,,90,"TOLTERODINE TARTRATE 4MG CAP,SA","TOLTERODINE TARTRATE 4MG CAP,SA",GU201,T,T,104.59,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0049-01,,25,METHYLPREDNISOLONE 8MG TAB,METHYLPREDNISOLONE 8MG TAB,HS051,T,T,5.87,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0050-01,,50,METHYLPREDNISOLONE 16MG TAB,METHYLPREDNISOLONE 16MG TAB,HS051,T,T,29.96,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0051-01,,25,METHYLPREDNISOLONE 32MG TAB,METHYLPREDNISOLONE 32MG TAB,HS051,T,T,13.74,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0055-01,,100,MEDROXYPROGESTERONE ACETATE 2.5MG TAB,MEDROXYPROGESTERONE ACETATE 2.5MG TAB,HS800,T,T,3.77,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0055-02,,1000,MEDROXYPROGESTERONE ACETATE 2.5MG TAB,MEDROXYPROGESTERONE ACETATE 2.5MG TAB,HS800,T,T,33.06,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0056-01,,100,MEDROXYPROGESTERONE ACETATE 10MG TAB,MEDROXYPROGESTERONE ACETATE 10MG TAB,HS800,T,T,4.93,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0056-02,,1000,MEDROXYPROGESTERONE ACETATE 10MG TAB,MEDROXYPROGESTERONE ACETATE 10MG TAB,HS800,T,T,101.15,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0057-01,,60,"ALPRAZOLAM 0.5MG TAB,SA",ALPRAZOLAM XR 0.5MG TAB,CN302,T,T,1.68,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0058-01,,100,MEDROXYPROGESTERONE ACETATE 5MG TAB,MEDROXYPROGESTERONE ACETATE 5MG TAB,HS800,T,T,4.73,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0058-02,,1000,MEDROXYPROGESTERONE ACETATE 5MG TAB,MEDROXYPROGESTERONE ACETATE 5MG TAB,HS800,T,T,77.14,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0059-01,,60,"ALPRAZOLAM 1MG TAB,SA",ALPRAZOLAM XR 1MG TAB,CN302,T,T,1.43,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0066-01,,60,"ALPRAZOLAM 2MG TAB,SA",ALPRAZOLAM XR 2MG TAB,CN302,T,T,1.39,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0067-01,,60ML,SERTRALINE HCL 100MG/5ML SOLN,SERTRALINE HCL 100MG/5ML SOLN,CN609,T,T,24.72,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0068-01,,60,"ALPRAZOLAM 3MG TAB,SA",ALPRAZOLAM XR 3MG TAB,CN302,T,T,4.34,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0073-01,,50,HYDROCORTISONE 5MG TAB,HYDROCORTISONE 5MG TAB,HS051,T,T,2.21,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0074-01,,100,HYDROCORTISONE 10MG TAB,HYDROCORTISONE 10MG TAB,HS051,T,T,7.19,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0075-01,,100,HYDROCORTISONE 20MG TAB,HYDROCORTISONE 20MG TAB,HS051,T,T,8.98,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0104-05,,100,SULFASALAZINE 500MG TAB,SULFASALAZINE 500MG TAB,GA900,T,T,7.25,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0104-06,,300,SULFASALAZINE 500MG TAB,SULFASALAZINE 500MG TAB,GA900,T,T,17.94,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0117-01,,180,"MESALAMINE 400MG CAP,EC","MESALAMINE 400MG CAP,EC",GA900,T,T,137.59,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0118-03,,30,"MESALAMINE 1000MG SUPP,RTL","MESALAMINE 1000MG SUPP,RTL",RS100,T,T,26.30,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0119-01,,60,PHENELZINE SO4 15MG TAB,PHENELZINE SO4 15MG TAB,CN602,T,T,18.76,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0131-00,,20GM,"SILVER SULFADIAZINE 1% CREAM,TOP","SILVER SULFADIAZINE 1% CREAM,TOP",DE101,T,T,2.74,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0131-02,,25GM,"SILVER SULFADIAZINE 1% CREAM,TOP","SILVER SULFADIAZINE 1% CREAM,TOP",DE101,T,T,2.49,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0131-04,,400GM,"SILVER SULFADIAZINE 1% CREAM,TOP","SILVER SULFADIAZINE 1% CREAM,TOP",DE101,T,T,10.57,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0131-05,,50GM,"SILVER SULFADIAZINE 1% CREAM,TOP","SILVER SULFADIAZINE 1% CREAM,TOP",DE101,T,T,3.84,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0131-06,,50GM,"SILVER SULFADIAZINE 1% CREAM,TOP","SILVER SULFADIAZINE 1% CREAM,TOP",DE101,T,T,3.50,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0131-08,,85GM,"SILVER SULFADIAZINE 1% CREAM,TOP","SILVER SULFADIAZINE 1% CREAM,TOP",DE101,T,T,5.47,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0170-01,,500,TOLTERODINE TARTRATE 1MG TAB,TOLTERODINE TARTRATE 1MG TAB,GU201,T,T,359.50,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0170-06,,60,TOLTERODINE TARTRATE 1MG TAB,TOLTERODINE TARTRATE 1MG TAB,GU201,T,T,2.12,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0260-01,,30,COLESTIPOL HCL 5GM/PKT GRANULES,COLESTIPOL HCL 5GM/PKT GRANULES,CV350,T,T,31.68,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0260-02,,90,COLESTIPOL HCL 5GM/PKT GRANULES,COLESTIPOL HCL 5GM/PKT GRANULES,CV350,T,T,87.33,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0260-03,,1,COLESTIPOL GRANULES,COLESTIPOL GRANULES,CV350,T,T,55.34,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0333-02,,3,"LATANOPROST 0.005% SOLN,OPH","LATANOPROST 0.005% SOLN,OPH",OP109,T,T,1.42,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0386-01,,100,DISOPYRAMIDE PO4 100MG CAP,DISOPYRAMIDE PO4 100MG CAP,CV300,T,T,51.17,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0400-01,,100,DISOPYRAMIDE PO4 150MG CAP,DISOPYRAMIDE PO4 150MG CAP,CV300,T,T,57.13,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0401-01,,100,SUCRALFATE 1GM TAB,SUCRALFATE 1GM TAB,GA302,T,T,9.28,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0401-05,,500,SUCRALFATE 1GM TAB,SUCRALFATE 1GM TAB,GA302,T,T,48.88,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0405-04,,1X4,RISEDRONATE NA 35MG TAB,RISEDRONATE NA 35MG TAB,HS900,T,T,25.91,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0405-05,,12,RISEDRONATE NA 35MG TAB,RISEDRONATE NA 35MG TAB,HS900,T,T,77.72,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0406-01,,1,RISEDRONATE NA 150MG TABRISEDRONATE NA 150MG TAB,RISEDRONATE NA 150MG TABRISEDRONATE NA 150MG,HS900,T,T,31.81,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0406-03,,3,RISEDRONATE NA 150MG TABRISEDRONATE NA 150MG TAB,RISEDRONATE NA 150MG TABRISEDRONATE NA 150MG,HS900,T,T,0.13,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0407-04,,4,"RISEDRONATE NA 35MG TAB,EC","RISEDRONATE NA 35MG TAB,EC",HS900,T,T,47.47,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0450-01,,120,COLESTIPOL HCL 1GM TAB,COLESTIPOL HCL 1GM TAB,CV350,T,T,31.42,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0489-01,,100,NITROGLYCERIN  0.6MG TAB,NITROGLYCERIN  0.6MG TAB,CV250,T,T,9.83,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0531-02,,237ML,"PHENYTOIN 125MG/5ML SUSP,ORAL","PHENYTOIN 125MG/5ML SUSP,ORAL",CN400,T,T,9.90,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0707-02,,30,DICLOFENAC EPOLAMINE 1.3% PATCH,DICLOFENAC EPOLAMINE 1.3% PATCH,MS102,T,T,79.32,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0800-02,,60,TOLTERODINE TARTRATE 2MG TAB,TOLTERODINE TARTRATE 2MG TAB,GU201,T,T,4.40,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0800-06,,500,TOLTERODINE TARTRATE 2MG TAB,TOLTERODINE TARTRATE 2MG TAB,GU201,T,T,90.09,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-0935-03,,75ML,"VORICONAZOLE 200MG/5ML SUSP,ORAL","VORICONAZOLE 40MG/ML SUSP,ORAL",AM700,T,T,75.67,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1001-01,,100,SIROLIMUS 0.5MG TAB,SIROLIMUS 0.5MG TAB,IM600,T,T,213.89,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1002-01,,100,SIROLIMUS 1MG TAB,SIROLIMUS 1MG TAB,IM600,T,T,241.76,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1003-01,,100,SIROLIMUS 2MG TAB,SIROLIMUS 2MG TAB,IM600,T,T,13.87,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1005-01,,8,CABERGOLINE 0.5MG TAB,CABERGOLINE 0.5MG TAB,AU900,T,T,3.50,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1006-01,,60,ZIPRASIDONE HCL 20MG CAP,ZIPRASIDONE HCL 20MG CAP,CN709,T,T,19.38,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1012-01,,60,ZIPRASIDONE HCL 60MG CAP,ZIPRASIDONE HCL 60MG CAP,CN709,T,T,18.62,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1061-01,,100,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG,GA208,T,T,17.60,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1061-02,,1000,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG,GA208,T,T,242.66,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1091-06,,6X10,"ASENAPINE 2.5MG TAB,SUBLINGUAL,UD BLACK CHERRY","ASENAPINE 2.5MG TAB,SUBLINGUAL,UD BLACK CHERR",CN709,T,T,46.64,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1517-01,,100,CELECOXIB 200MG CAP,CELECOXIB 200MG CAP,MS102,T,T,2.92,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1107-02,,30,EPLERENONE 25MG TAB,EPLERENONE 25MG TAB,CV704,T,T,4.06,01/21/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1108-01,,30,EPLERENONE 50MG TAB,EPLERENONE 50MG TAB,CV704,T,T,7.59,01/21/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1205-06,,60ML,"SIROLIMUS 1MG/ML SOLN,ORAL","SIROLIMUS 1MG/ML SOLN,ORAL",IM600,T,T,584.30,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1206-01,,100,LIOTHYRONINE NA 5MCG TAB,LIOTHYRONINE NA 5MCG TAB,HS851,T,T,1.93,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1207-01,,100,LIOTHYRONINE NA 25MCG TAB,LIOTHYRONINE NA 25MCG TAB,HS851,T,T,10.86,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1208-01,,100,LIOTHYRONINE NA 50MCG TAB,LIOTHYRONINE NA 50MCG TAB,HS851,T,T,23.84,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1222-03,,30,"DESVENLAFAXINE (EQV-PRISTIQ) 100MG TAB,SA","DESVENLAFAXINE (EQV-PRISTIQ) 100MG TAB,SA",CN609,T,T,3.88,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1307-01,,20,LINEZOLID 600MG TAB,LINEZOLID 600MG TAB,AM900,T,T,41.87,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1307-02,,20,LINEZOLID 600MG TAB,LINEZOLID 600MG TAB BLST 2X10 HUD,AM900,T,T,11.31,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1308-01,,150ML,"LINEZOLID 100MG/5ML SUSP,ORAL","LINEZOLID 100MG/5ML SUSP,ORAL",AM900,T,T,212.83,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1308-04,,150ML,"LINEZOLID 100MG/5ML SUSP,ORAL","LINEZOLID 100MG/5ML SUSP,ORAL",AM900,T,T,212.83,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1342-01,,90,"PREGABALIN 25MG CAP,ORAL","PREGABALIN 25MG CAP,ORAL",CN900,T,T,5.43,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1344-01,,90,"PREGABALIN 50MG CAP,ORAL","PREGABALIN 50MG CAP,ORAL",CN900,T,T,4.46,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1346-01,,90,"PREGABALIN 75MG CAP,ORAL","PREGABALIN 75MG CAP,ORAL",CN900,T,T,6.15,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1348-01,,90,"PREGABALIN 100MG CAP,ORAL","PREGABALIN 100MG CAP,ORAL",CN900,T,T,6.32,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1350-01,,100,RIFABUTIN 150MG CAP,RIFABUTIN 150MG CAP,AM900,T,T,552.65,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1351-01,,90,"PREGABALIN 150MG CAP,ORAL","PREGABALIN 150MG CAP,ORAL",CN900,T,T,0.55,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1354-01,,90,"PREGABALIN 200MG CAP,ORAL","PREGABALIN 200MG CAP,ORAL",CN900,T,T,1.13,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1364-01,,90,"PREGABALIN 300MG CAP,ORAL","PREGABALIN 300MG CAP,ORAL",CN900,T,T,5.15,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1516-01,,100,CELECOXIB 100MG CAP,CELECOXIB 100MG CAP,MS102,T,T,5.60,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1517-03,,500,CELECOXIB 200MG CAP,CELECOXIB 200MG CAP,MS102,T,T,27.68,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1576-01,,473ML,"PREGABALIN 20MG/ML SOLN,ORAL","PREGABALIN 20MG/ML SOLN,ORAL",CN900,T,T,37.19,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1710-02,,30,EPLERENONE 25MG TAB,EPLERENONE 25MG TAB,CV704,T,T,4.06,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1710-03,,90,EPLERENONE 25MG TAB,EPLERENONE 25MG TAB,CV704,T,T,48.19,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1720-01,,30,EPLERENONE 50MG TAB,EPLERENONE 50MG TAB,CV704,T,T,7.59,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-1720-02,,90,EPLERENONE 50MG TAB,EPLERENONE 50MG TAB,CV704,T,T,72.85,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2010-01,,1000,AMLODIPINE BESYLATE 5MG TAB,AMLODIPINE BESYLATE 5MG TAB,CV200,T,T,15.14,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2010-03,,300,AMLODIPINE BESYLATE 5MG TAB,AMLODIPINE BESYLATE 5MG TAB,CV200,T,T,7.88,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2010-09,,90,AMLODIPINE BESYLATE 5MG TAB,AMLODIPINE BESYLATE 5MG TAB,CV200,T,T,1.05,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2135-01,,1000,AMLODIPINE BESYLATE 10MG TAB,AMLODIPINE BESYLATE 10MG TAB,CV200,T,T,30.66,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2135-09,,90,AMLODIPINE BESYLATE 10MG TAB,AMLODIPINE BESYLATE 10MG TAB,CV200,T,T,1.54,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2198-03,,3X6,"AZITHROMYCIN 250MG TAB,PKT,6","AZITHROMYCIN 250MG TAB,PKT,6",AM200,T,T,2.37,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2242-03,,300,AMLODIPINE BESYLATE 2.5MG TAB,AMLODIPINE BESYLATE 2.5MG TAB,CV200,T,T,11.54,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2242-09,,90,AMLODIPINE BESYLATE 2.5MG TAB,AMLODIPINE BESYLATE 2.5MG TAB,CV200,T,T,0.26,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2410-07,,100,DOXAZOSIN MESYLATE 1MG TAB,DOXAZOSIN MESYLATE 1MG TAB,CV150,T,T,27.95,01/01/2025,03/31/2025,Big4,Compliant
V797D-50559,"Greenstone, LLC",03/01/2016,03/31/2025,59762-2420-07,,100,DOXAZOSIN MESYLATE 2MG TAB,DOXAZOSIN MESYLATE 2MG TAB,CV150,T,T,29.46,01/01/2025,03/31/2025,Big4,Compliant
